vid,start_time,duration
QoBoHAujB6I,0.0,279.8727272727273
5UcdHNTO1-U,0.0,262.97499999999997
APf1PdRXnOU,0.0,260.73636363636365
HTVwm7_4sbU,0.0,405.88863636363635
gK3ooFKujO0,0.0,153.92045454545453
Yz6izw5dhn8,0.0,328.4795454545454
3yRMbH36HRE,0.0,298.7522727272727
W1I1I6J_U5Q,0.0,531.1999999999999
hDYLqqa1FNQ,0.0,145.5681818181818
D2bFizJfvi8,0.0,233.66363636363636
Uu9lMixnPGU,0.0,293.3431818181818
XbEz1mvQyvY,0.0,206.27272727272725
cPKV0QF9Scg,0.0,270.0159090909091
HosvsEE5SqA,0.0,135.29545454545453
T90-aKvgnkE,0.0,396.3840909090909
ensmwD87FjM,0.0,220.51136363636363
dAhEqfqAv38,0.0,251.42499999999998
pBJUB98yZTw,0.0,222.72045454545454
_VwGcE2IOMc,0.0,211.87272727272727
b6_iAVepfo8,0.0,220.25681818181818
0lSLVJRTeEI,0.0,152.09545454545454
Giy_Btup7DQ,0.0,172.03181818181818
W8buacmF8g0,0.0,212.0
7gP4eJzp8Ro,0.0,243.52045454545453
z73RZix8Q_o,0.0,266.625
kJAJZ0Xn4pA,0.0,135.48863636363635
yIdYBeCS1KU,0.0,100.67272727272727
EanNPdLUh9U,0.0,317.4090909090909
NeayVC7CEvM,0.0,89.98409090909091
tacEJsR5akI,0.0,270.625
nMLPDNPibO0,0.0,221.7590909090909
QUAQqGpml4M,0.0,184.89545454545453
pgrp8zXJcrY,0.0,181.4090909090909
kx6qqoGft2w,0.0,90.7840909090909
xjhZhI2Zthg,0.0,191.42499999999998
