vid,start_time,duration
kuNep98Fd8o,0.0,171.775
DR03cfIsEts,0.0,109.56818181818181
BQq0jYGyyuo,0.0,161.6
pQ9IiR2pFQY,0.0,1582.9113636363636
-L5Bo-mWKCI,0.0,47.809090909090905
H-j5lp2QjEE,0.0,103.39090909090909
JByLsqhRL_0,0.0,187.90454545454546
r2w-OciR4hw,0.0,134.9431818181818
2ZxAVUsuE4Y,0.0,93.72727272727272
TOLoplXKr7U,0.0,131.3272727272727
nUZ9jX1J78c,0.0,117.56818181818181
IGouH5bKhj8,0.0,244.44772727272726
lp4_79ooAQo,0.0,94.04772727272727
-tY40Ev8IzE,0.0,171.45681818181816
PZoaEmxrsZQ,0.0,206.3681818181818
KG-tXicVpsg,0.0,162.2090909090909
K1LRscO7TSw,0.0,194.8159090909091
UfP31JXZbKU,0.0,56.67272727272727
YK94q0Fwquc,0.0,35.87272727272727
kXB2EMfU7Ho,0.0,61.40909090909091
P3RSXOzak0o,0.0,1346.3681818181817
qKnggsxx2II,0.0,2086.4113636363636
nvjfuTKz2yA,0.0,163.67954545454543
vYr0vft28Tg,0.0,160.32045454545454
ICKS19qRRd4,0.0,122.52727272727272
h-58UapA8gY,0.0,34.975
8mDNLCo1McQ,0.0,110.11136363636363
ySFS1KgXerA,0.0,189.1840909090909
-5CDUnGu3jA,0.0,204.47954545454544
PWX_mohRkQ4,0.0,4391.929545454545
HHaApvpQVdQ,0.0,209.15227272727273
rxr5tTH8_mM,0.0,223.1681818181818
nvzbPGgv7R4,0.0,164.32045454545454
-UoFXtE2eqk,0.0,234.975
9g20WQ0WHn0,0.0,111.425
VuDxLNdxl6I,0.0,227.3272727272727
MeAWoVYCPL8,0.0,217.72727272727272
BMhnTdy-A0M,0.0,47.29545454545454
NIEqzh0dvow,0.0,222.91136363636363
