vid,start_time,duration
BRm0ZXL7UYE,0.0,156.12727272727273
5P7iGxvFI4Q,0.0,263.3590909090909
_Wji2ny1GU0,0.0,81.24772727272727
_E3NGUxRSo0,0.0,172.225
b1ZNLsvmRNQ,0.0,73.08863636363635
4q7L3TX3Hl0,0.0,104.03181818181818
2ngAIYZqDxE,0.0,90.5909090909091
aJNKsB9sJLA,0.0,286.87954545454545
48E4sS8K-bM,0.0,219.3590909090909
4PUBRWXm9wQ,0.0,175.90454545454546
b7p-tCYilKM,0.0,179.1681818181818
141eeOiScwo,0.0,287.1681818181818
03457UbxgQ8,0.0,98.39999999999999
COfSRe0FHWg,0.0,80.9590909090909
8rC8IAvOjl8,0.0,152.9272727272727
_GX2U3acD10,0.0,133.825
aZLkNOye_wA,0.0,173.53636363636363
2skFRfSMYnQ,0.0,36.95909090909091
7Lx87M3tD-4,0.0,157.50454545454545
bLAMDQw7Wqg,0.0,223.39090909090908
2TLnVbJzH3E,0.0,105.56818181818181
1F3ay026U60,0.0,136.09545454545454
aV-74W7SdJ4,0.0,40.127272727272725
5nUYCnCQd6M,0.0,157.63181818181818
9wCGsvu_3Aw,0.0,234.2090909090909
6MEnSbm3xl0,0.0,38.4
3wL4J4IDh7c,0.0,331.8727272727273
4lV_9hLcj7M,0.0,137.53636363636363
D3XElpEghKo,0.0,170.65681818181818
3d3uNrjqXB4,0.0,212.1909090909091
07BlCwnia_U,0.0,180.41590909090908
bKKVoO7YIU0,0.0,31.775
cIR1PDcHaew,0.0,182.30454545454543
0DBd-xYa4Ck,0.0,114.94318181818181
aHcioiqgBec,0.0,260.0
6E1IGb3137U,0.0,154.68863636363636
6FhYpuJyGT4,0.0,248.70454545454544
aJpxlrsy2As,0.0,148.9272727272727
