vid,start_time,duration
JVGACI-xSoU,0.0,195.61590909090907
dukolBPDpsk,0.0,187.96818181818182
EbukV_kXh84,0.0,85.79090909090908
ssYwPVt1Xis,0.0,253.08863636363634
40fulS_olU8,0.0,152.70454545454544
At_2IMFKfOE,0.0,281.31136363636364
U_xEBAgVR80,0.0,94.68863636363636
H8JvtcuXOLk,0.0,296.6727272727273
XrdJedYo2zM,0.0,206.75227272727273
aZU7E8Sevxg,0.0,216.12727272727273
mVC6YJCbkzU,0.0,131.13636363636363
85hK6LuiXoU,0.0,162.84772727272727
FXOIFk-b25I,0.0,188.86363636363635
IQRRfNJUTtw,0.0,181.92045454545453
xSvV2SLKTt8,0.0,272.4795454545454
lpfHImfztNw,0.0,121.31136363636364
LMFl04Mfjns,0.0,181.15227272727273
y9hGQVBv3MQ,0.0,181.12045454545455
mI8aurrI7ow,0.0,227.7431818181818
woxg7cVs7Xc,0.0,134.33636363636364
9RyW4Q5MObE,0.0,181.4090909090909
s9KR1_zV7GQ,0.0,96.28863636363636
5pz9XUoj7gQ,0.0,295.55227272727274
9EoTNL7mmPI,0.0,278.1431818181818
hSWsHjVkM_E,0.0,152.44772727272726
BC2OADmJhQI,0.0,112.3840909090909
5vscBc5g3Is,0.0,160.51136363636363
7rbs4iF7e7o,0.0,156.1909090909091
iSu-MrCm-lA,0.0,154.49545454545455
2kA2-A3TWJs,0.0,91.77499999999999
uC947puErv4,0.0,116.9590909090909
eWvb2458BOU,0.0,206.24090909090907
jHouCxv3Y1M,0.0,192.06363636363636
d869u45fVhU,0.0,87.425
ISXaz7nNk6s,0.0,171.2
QHCrKUym76U,0.0,160.64090909090908
pNW4s4EyYMs,0.0,131.23181818181817
8aUjvyKcUJA,0.0,385.9522727272727
J2xLKoWCelQ,0.0,184.3840909090909
MbDzrNM5qYg,0.0,145.24772727272727
McG0648niZs,0.0,222.04772727272726
kzLGcNwDJW8,0.0,365.59999999999997
3e7XRPy1nqc,0.0,186.625
lUZ72lxEB1A,0.0,69.85681818181818
IFHToX2hoLQ,0.0,254.33636363636361
9rQIzDnBNOI,0.0,211.67954545454543
dkjG6ntsRm8,0.0,133.63181818181818
vtvXgZ8f17U,0.0,241.4409090909091
zL2YL3YfxvA,0.0,158.87954545454545
eylFDvNHWvE,0.0,270.7204545454545
95aj8mjwwD4,0.0,181.27954545454546
LbaMnitf3lA,0.0,200.99090909090907
g5cbiWhOJ4k,0.0,72.8
hHo1jyVztdg,0.0,91.61590909090908
IC_vxqa9FZk,0.0,129.9840909090909
mBjRzSifsyM,0.0,159.1681818181818
nRa-oBia7FM,0.0,144.79999999999998
qJRSEUWKEn0,0.0,406.1113636363636
lm5-S8TjAyY,0.0,223.67954545454543
hPaq4wgJybI,0.0,282.11136363636365
6TBBddj76MQ,0.0,119.32727272727273
9UtVVHjEz74,0.0,180.44772727272726
cRl4-CKtSzI,0.0,198.39999999999998
0vx-KvA-qv4,0.0,237.27954545454546
n5youKptrxY,0.0,229.24772727272727
fsV-_BFRniU,0.0,144.41590909090908
amjDYW_GPoY,0.0,295.1045454545454
sVZQH4Roch4,0.0,386.0159090909091
MpoR-ka9WY8,0.0,185.9840909090909
7JVfXYVHSH4,0.0,206.2090909090909
qvgKQMWf3sU,0.0,106.5590909090909
2Ic97_P_-qU,0.0,59.93636363636363
1FqcMFrnvQU,0.0,169.9840909090909
Ug2zqZM0Ltk,0.0,296.7681818181818
L1V-iD3LBrI,0.0,184.3840909090909
aaanIU3fW40,0.0,131.07272727272726
kV4IRe8685E,0.0,263.5840909090909
Bnzhtwxb0Uk,0.0,97.15227272727272
qWht3hrhBmQ,0.0,129.4409090909091
VPML4nc-pzg,0.0,205.66363636363636
Y70z51x-VzM,0.0,154.4
G7DRWhDwO2A,0.0,148.225
3pqW_4LH03c,0.0,136.09545454545454
be3KIIbjggo,0.0,144.575
KiJUNyBnQSo,0.0,370.4318181818182
H3FTzbzFsKQ,0.0,81.85681818181818
BH5WZC_GLUI,0.0,164.12727272727273
RBdaFa-9zlc,0.0,214.46363636363634
p1YuVSIQRTQ,0.0,202.975
CG-Hk1hCdTg,0.0,257.4090909090909
VEyW9D8DuHc,0.0,213.6
KU34L4pehRE,0.0,179.3272727272727
FBi4JNf8gRE,0.0,92.47954545454544
5N43YPy2sNs,0.0,267.3590909090909
e9k5jOZ3_w0,0.0,247.04090909090908
5RQwsoaNkq0,0.0,233.375
AO_qcBftyBg,0.0,220.35227272727272
seqyouMhOI8,0.0,280.9590909090909
3_qU9UDRQms,0.0,251.96818181818182
eV13KYVQJIs,0.0,323.04090909090905
XQeTS5inyMk,0.0,216.9272727272727
d9PyQq2ncO8,0.0,143.8090909090909
44Kegru78Dk,0.0,321.31136363636364
X8-XdCVSex8,0.0,212.86363636363635
wbY97-hdD5c,0.0,139.23181818181817
QsBMqG2UtzY,0.0,253.4090909090909
KOUpWpeVbnw,0.0,248.25681818181818
6pX8UuV_Pqs,0.0,156.5431818181818
dOzQOhbt-98,0.0,174.3681818181818
