vid,start_time,duration
XFcB4jGhOBE,0.0,28.511363636363637
C8_XWkQ-97Q,0.0,319.5204545454545
VVq9NZPpaJc,0.0,472.6409090909091
DIt3yL8CN_s,0.0,240.89545454545453
CO6CPC-NZhE,0.0,220.67272727272726
D0gOvIiH8Hg,0.0,290.59090909090907
Qy2y8X-Ec8Q,0.0,39.29545454545455
GAZvmnoaMAs,0.0,52.768181818181816
VcvG3_CEScw,0.0,81.05681818181817
bLvdb6haNVk,0.0,39.52045454545454
ZSJu_zyOaWc,0.0,170.65681818181818
C2si-AWsap0,0.0,93.24772727272727
NL70xysQ-Ss,0.0,307.93636363636364
WaiDZX7FH-8,0.0,85.50454545454545
98Menrr741Q,0.0,312.03181818181815
7zfk-5Wq5Aw,0.0,97.53636363636363
UF7UE6P2wVo,0.0,133.24772727272727
HI8t07KXWaw,0.0,71.5840909090909
EbqdFn9dNvM,0.0,304.1590909090909
DF3RPgRYw7s,0.0,393.47272727272724
FGSdBlb55Ao,0.0,348.28863636363633
bSJ2gRMbDjg,0.0,145.9522727272727
BQH7E8ByxC8,0.0,104.70454545454545
Hb_UTQsnFqA,0.0,169.79090909090908
FYqqkgkeYrI,0.0,40.47954545454545
Te3bHjd0kdc,0.0,132.99090909090907
Gt8Sfng1YCA,0.0,155.1681818181818
_YvHViIph10,0.0,542.1431818181818
9YS7ReG44zk,0.0,221.6
I5LCi0sWTU4,0.0,80.83181818181818
2XY77lk_LCQ,0.0,18.272727272727273
V8ifoas59TM,0.0,157.31136363636364
ADWqPAMyXto,0.0,340.32045454545454
LzTaV_X7srE,0.0,70.33636363636363
-QEVcuzr5bQ,0.0,67.8409090909091
35mRHs8Zers,0.0,315.3272727272727
5VACMCjJduY,0.0,266.4318181818182
Cy1i3u-Lz1w,0.0,231.13636363636363
2toke35E958,0.0,54.143181818181816
Ujpp_SiEAlY,0.0,224.03181818181818
