vid,start_time,duration
PEyIPSlJNQM,0.0,156.89545454545453
WVeheJFHQS4,0.0,199.10454545454544
R6M2LLmUg1k,0.0,107.93636363636364
MUalqwUFrPs,0.0,215.48863636363635
DPSLdZBaQTM,0.0,217.5681818181818
M3YZEmQyt6c,0.0,208.0
_oUTOskOwXs,0.0,95.87272727272727
ZcKsPFZG4_0,0.0,136.47954545454544
MCftKtqmH1A,0.0,140.1590909090909
QZEkGj9m1qs,0.0,89.85681818181818
3N1KAaBJkwU,0.0,77.2159090909091
FcO9w1mYEEs,0.0,203.3272727272727
TBngVoy_GrE,0.0,107.87272727272726
XI7Fx7rJt4I,0.0,60.959090909090904
YmKMEpt9OjQ,0.0,208.51136363636363
4Oy5VmaacaI,0.0,148.3840909090909
IlDWk-x6Cag,0.0,66.72045454545454
CSKOEhh5nBk,0.0,176.83181818181816
EtP6JBWtd7s,0.0,185.0568181818182
NhkPpOvrtz0,0.0,145.31136363636364
-oe-KptPGnY,0.0,88.99090909090908
I--nizkVQzE,0.0,101.375
VdFnyZWJAgo,0.0,214.87954545454545
FntHqAlD1S0,0.0,130.36818181818182
-Gdh8N_KpLY,0.0,207.42499999999998
_Nr58vTAIkw,0.0,158.625
U2s_4d0ZLT8,0.0,184.44772727272726
MvkJvZSOmjY,0.0,45.663636363636364
19CdPaHrVPQ,0.0,179.3272727272727
QeravklOaAg,0.0,224.1909090909091
VlIcqDWmPkw,0.0,184.51136363636363
2ARPm0djKIk,0.0,215.67954545454543
B22eZY1PESY,0.0,193.5681818181818
5Eg6GNhszNE,0.0,113.63181818181818
S86qStDAz3A,0.0,120.225
Mh2tJbJiWQQ,0.0,183.3590909090909
I0LedcEaPL0,0.0,175.48863636363635
Rr1UkDkhDlA,0.0,153.27954545454546
97UEABGyyw8,0.0,126.46363636363635
SyToSKUxgKs,0.0,170.17499999999998
